idx,p_old,sigma_now,sample_vol,omega_old,alpha_old,beta_old,gamma_old,vol_inf_current_impl,ratio_inf_to_sigma,ratio_inf_to_sample,omega_sigma_anchor,omega_ratio_old_to_sigma_anchor
961,1.0,0.01916307247281904,0.016670284567065537,3.9111947888385136e-06,0.05460763904944461,0.9725258570017684,-0.054266992102425846,0.013984267569019203,0.7297508052977689,0.8388739563958654,7.344466931970426e-06,0.5325362378327422
963,1.0,0.018887458234964197,0.016677410674613972,3.905239524144075e-06,0.05465762559506858,0.9724737896288037,-0.0542628304477443,0.013973617148297883,0.7398357669127824,0.8378768995338257,7.134721571550304e-06,0.5473569620034249
964,1.0,0.01870837911244351,0.016677005241739894,3.876236299422245e-06,0.05442595822914626,0.9725443690098498,-0.05394065447799157,0.013921631189307995,0.7441388217351388,0.8347800451884709,7.000068980298221e-06,0.5537425860133606
965,1.0,0.01855126782449995,0.01666861935918546,3.894031296048983e-06,0.05467537014774074,0.9723666527977386,-0.05408404589095865,0.01395355025799703,0.7521615444292766,0.8371149377952376,6.882990757926548e-06,0.5657469889182348
966,1.0,0.018452310320947952,0.016668050605713434,3.899767314764088e-06,0.0548624918539437,0.972245963974436,-0.05421691165675921,0.013963823464159204,0.7567520392450152,0.8377598433360118,6.80975512361129e-06,0.5726736489014891
967,1.0,0.018287957188003155,0.016667398999433754,3.869598952338788e-06,0.05466982301350179,0.9722915100947541,-0.05392266621651164,0.013909706956544424,0.7605938057241927,0.8345457474808746,6.688987562204694e-06,0.5785029373060109
968,1.0,0.019625813511803383,0.016707599113808185,3.932570871917067e-06,0.05506827366614543,0.9722242296409308,-0.05458500661415242,0.014022430017505878,0.7144891094105469,0.8392845627901666,7.70345112000182e-06,0.5104946874662765
969,1.0,0.019882928159729876,0.016718898730247355,3.930551618830825e-06,0.05503289400962803,0.972232475472464,-0.05453073896418426,0.014018829513962282,0.705068659975118,0.8385019695465836,7.906616644099637e-06,0.49712181527910854
970,1.0,0.019764323735660883,0.016722982951183275,3.872183042160252e-06,0.05443907808596665,0.9724829680448513,-0.05384409226163592,0.013914350581612224,0.7040134925793834,0.8320495585165731,7.81256985456017e-06,0.49563499773382147
971,1.0,0.019543896457756157,0.016723282034448814,3.8051497263231168e-06,0.05376973159582169,0.9727592466357406,-0.053057950879335326,0.013793385600212683,0.7057643612688433,0.8248013501057541,7.639277775029923e-06,0.49810333363721837
972,1.0,0.019372859427022594,0.016724677969976755,3.7462920046783635e-06,0.05318045868984547,0.9730002011867322,-0.052361319753154986,0.01368629242102904,0.706467337595939,0.8183292046398704,7.506153647583612e-06,0.4990960990898945
