date,sigma_garch_1d,sigma_source,thr_5,thr_10,thr_20,p_raw_5,p_cal_5,mc_se_5,ci_low_5,ci_high_5,paths_used_5,y_5,realized_return_5,calib_a_5,calib_b_5,p_raw_10,p_cal_10,mc_se_10,ci_low_10,ci_high_10,paths_used_10,y_10,realized_return_10,calib_a_10,calib_b_10,p_raw_20,p_cal_20,mc_se_20,ci_low_20,ci_high_20,paths_used_20,y_20,realized_return_20,calib_a_20,calib_b_20,risk_combo,p_meta20,meta_a,meta_b
2006-01-20,0.007899774376517735,garch,0.03532886502560935,0.049962560062465244,0.0706577300512187,0.04651,0.04651,0.0006659340800709932,0.04520476920306086,0.04781523079693915,100000,0.0,0.020401506132734726,-0.010458959865412674,1.0312775145222741,0.04707,0.04707,0.0006697343883958775,0.04575732059874408,0.04838267940125592,100000,0.0,0.002381396697102911,-0.005346177652876371,1.0161115727517018,0.04602,0.04602,0.0006625870478661653,0.04472132938618231,0.047318670613817684,100000,0.0,0.022544877215895154,0.0,1.0,0.04658,0.04658,0.0,1.0
2006-01-23,0.007293010077046721,garch,0.032615332585734895,0.04612504568405544,0.06523066517146979,0.04779,0.04779,0.0006745822107052631,0.04646781886701768,0.04911218113298232,100000,0.0,0.015978721265184292,-0.011271793198746008,1.0336921501536198,0.04703,0.04703,0.0006694638085811659,0.045717850935180916,0.04834214906481909,100000,0.0,0.0014238568362525683,-0.006504927652876371,1.0196157201629474,0.04651,0.04651,0.0006659340800709932,0.04520476920306086,0.04781523079693915,100000,0.0,0.016374135059644246,0.0,1.0,0.047306,0.047306,0.0,1.0
2006-01-24,0.006833416075377971,garch,0.03055996572616994,0.043218317995606485,0.06111993145233988,0.04852,0.04852,0.0006794542633614128,0.047188269643811634,0.04985173035618837,100000,0.0,0.007507153454390902,-0.012024257167983074,1.035946812843825,0.04753,0.04753,0.0006728365262082611,0.04621124040863181,0.048848759591368196,100000,0.0,-0.008455154277418164,-0.007550513039155273,1.022767991315456,0.04622,0.04622,0.0006639556581579827,0.04491864691001035,0.04752135308998964,100000,0.0,0.02149381175105325,0.0,1.0,0.047763,0.047763,0.0,1.0
2006-01-25,0.0064963818566640555,garch,0.02905270287859425,0.04108672643450385,0.0581054057571885,0.04689,0.04689,0.0006685157283116082,0.045579709172509246,0.048200290827490756,100000,0.0,0.013658813339818332,-0.012756477468290173,1.038125138992083,0.04652,0.04652,0.0006660021741706254,0.04521463573862557,0.047825364261374424,100000,0.0,-0.00031569672382192326,-0.008529084191397153,1.0256926252222691,0.0474,0.0474,0.0006719616060460597,0.04608295525214972,0.048717044747850276,100000,0.0,0.0191061960848371,0.0,1.0,0.046881,0.046881,0.0,1.0
2006-01-26,0.00642266502010002,garch,0.028723031163307395,0.04062050022361438,0.05744606232661479,0.04793,0.04793,0.0006755199116236323,0.04660598097321768,0.04925401902678232,100000,0.0,-0.0036118604604544746,-0.013451607192394481,1.0401993144376516,0.04833,0.04833,0.0006781903206327853,0.04700074697155974,0.04965925302844026,100000,0.0,-0.00745888842482112,-0.009405961768778559,1.0283433777675646,0.04689,0.04689,0.0006685157283116082,0.045579709172509246,0.048200290827490756,100000,0.0,0.016096478032534778,0.0,1.0,0.047841999999999996,0.047841999999999996,0.0,1.0
2006-01-27,0.006708056421367515,garch,0.029999340310163474,0.042425473928879076,0.05999868062032695,0.0476,0.0476,0.0006733070621937661,0.04628031815810022,0.048919681841899786,100000,0.0,-0.01765982245942299,-0.014096584845555366,1.042147444668059,0.04652,0.04652,0.0006660021741706254,0.04521463573862557,0.047825364261374424,100000,0.0,-0.01478091853225516,-0.01022956439216559,1.0308295533261007,0.04605,0.04605,0.0006627925580451247,0.04475092658623156,0.04734907341376844,100000,0.0,0.007157579557417693,0.0,1.0,0.046966,0.046966,0.0,1.0
2006-01-30,0.0064049122762771735,garch,0.028643638479357348,0.04050822201321902,0.057287276958714696,0.04785,0.04785,0.0006749842775946711,0.046527030815914444,0.04917296918408555,100000,0.0,-0.014325954003059027,-0.014735205583105104,1.044058178236419,0.04636,0.04636,0.0006649116512740621,0.04505677316350284,0.04766322683649716,100000,0.0,-0.0158051185633431,-0.01101556439216559,1.0331921914515936,0.0466,0.0466,0.0006665466225253866,0.04529356861985025,0.04790643138014976,100000,0.0,-0.0016352555732193075,0.0,1.0,0.047153,0.047153,0.0,1.0
2006-01-31,0.006496493410496549,garch,0.02905320176249946,0.041087431962888644,0.05810640352499892,0.04708,0.04708,0.0006698020125380335,0.04576718805542545,0.048392811944574544,100000,0.0,-0.015843369128526685,-0.015361596089631717,1.045922343057427,0.0477,0.0477,0.000673978560489872,0.04637900202143985,0.049020997978560146,100000,0.0,0.0019610151267659415,-0.011739409748578133,1.035390543775092,0.04745,0.04745,0.0006722982782961741,0.0461322953745395,0.0487677046254605,100000,0.0,0.01466648266890136,0.0,1.0,0.04734,0.04734,0.0,1.0
2006-02-01,0.006535699335547691,garch,0.02922853598956969,0.04133539200475957,0.05845707197913938,0.04767,0.04767,0.0006737771968536781,0.04634939669416679,0.04899060330583321,100000,0.0,-0.01378620683777887,-0.015947721089631717,1.0476877081190383,0.04664,0.04664,0.0006668186440104986,0.04533303545773942,0.04794696454226058,100000,0.0,-0.0014800849210989675,-0.012452785589849122,1.0375323448974725,0.04741,0.04741,0.0006720289569653975,0.046092823244347825,0.04872717675565218,100000,0.0,0.007554768694336023,-0.0023335,1.007039841780167,0.047309,0.047309,-0.00236925,1.0071098944358927
2006-02-02,0.007068933781548644,garch,0.031613232927974834,0.04470786275720172,0.06322646585594967,0.04786,0.04786,0.00067505126027584,0.04653689952985935,0.04918310047014065,100000,0.0,-0.0038609732610270786,-0.016528957715031288,1.0494249644949518,0.04802,0.04802,0.0006761218795453968,0.04669480111609102,0.04934519888390898,100000,0.0,0.01780966669886186,-0.013135069270463963,1.0395815537089854,0.04575,0.04575,0.0006607339668883385,0.04445496142489885,0.047045038575101145,100000,0.0,0.01465745010115338,-0.0040125250519274566,1.0120745351433302,0.047486,0.047486,-0.004037597739531541,1.0121237431762398
2006-02-03,0.006831461955723888,garch,0.030551226637404543,0.043205959057751674,0.061102453274809086,0.04859,0.04859,0.0006799192003466294,0.04725735836732061,0.04992264163267939,100000,0.0,0.002930658842006828,-0.017089929094772617,1.05110572021454,0.04656,0.04656,0.0006662744659672919,0.0452541020467041,0.04786589795329589,100000,0.0,0.020115577349332225,-0.013787812726372,1.041544944400993,0.04754,0.04754,0.0006729037702376173,0.046221108610334266,0.04885889138966573,100000,0.0,0.015047514782396298,-0.005375071687214974,1.016169002941313,0.047771,0.047771,-0.005416743195058259,1.016250558552349
